Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
"Baustellenlärm in Wipkingen, Ausmass der Lärmbelastung sowie Kriterien für die Ausnahmebewilligungen für die nächtlichen Arbeiten auf der Swissmill-Baustelle",Schriftliche Anfrage,1e62ab47659a45e3afcc1636fddd595c,2015-09-02T00:00:00.000,Simone Brander,SP,,,Abgeschlossen,,
"Pensionskasse der Stadt Zürich, Umfang der Investitionen in klimaschädigende Firmen sowie Wirkung der Investitionen bezüglich der Nachhaltigkeit und Wirtschaftlichkeit",Schriftliche Anfrage,a0e7841de25242618a108bebf9facc31,2015-09-02T00:00:00.000,Markus Knauss,Grüne,Marco Denoth,SP,Abgeschlossen,,
"Neuregelung des Anspruchs auf einen bezahlten Vaterschaftsurlaub sowie Einführung eines unbezahlten Elternurlaubs, Änderung des Personalrechts (PR)",Postulat,dd9a14bb276049d391e8c76219df02f6,2015-09-09T00:00:00.000,Min Li Marti,SP,Jean-Daniel Strub,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Bewilligung einer Strassenstrichzone auf einzelnen Abschnitten der Langstrasse,Postulat,f7fdf33ebdb14f1ea2c12f5aece544bc,2015-09-09T00:00:00.000,Marianne Aubert,SP,Simone Brander,SP,Abgeschlossen,Ablehnung,Ablehnung
Pilotprojekt für eine unbürokratische Aufnahme von Flüchtlingen durch Privatpersonen,Postulat,0642bc324f854b309071e4b3e6c50fb3,2015-09-09T00:00:00.000,Marcel Savarioud,SP,Alan David Sangines,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Polizeieinsatz gegen den Demonstrationsumzug an der Kundgebung «Let them in! Refugees welcome», Hintergründe zur gewählten Strategie sowie Regeln für den Einsatz von Gummischrot und Pfefferspray",Schriftliche Anfrage,b752f117ba634f86b30923d2537174fc,2015-09-09T00:00:00.000,Linda Bär,SP,Felix Moser,Grüne,Abgeschlossen,,
Zusätzliche Förderangebote für eine effiziente Nutzung von Solarstrom,Postulat,064d4b7804834d259e6b116f8c6b5013,2015-09-16T00:00:00.000,Andreas Edelmann,SP,Markus Kunz,Grüne,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Kriterien für eine vermehrte Nutzung der Solarenergie auf den Überdachungen der Tramstationen, Plätze und Infrastrukturbauten der Stadt",Schriftliche Anfrage,6e15fb75e66041da8a329273ebc874e0,2015-09-16T00:00:00.000,Ursula Näf,SP,Andreas Edelmann,SP,Abgeschlossen,,
"Teilschliessung des Veloverleihsystems «Züri rollt», Folgen für die betroffenen Personen sowie Möglichkeiten für mehrere Verleihsysteme mit unterschiedlichen Geschäftsmodellen",Schriftliche Anfrage,7b7fdb45ae9541588e01d0db674708bf,2015-09-16T00:00:00.000,Helen Glaser,SP,,,Abgeschlossen,,
"Polizeieinsatz anlässlich der Gegenkundgebung zum «Marsch fürs Läbe», Hintergründe zur Intervention und zu den gewählten Einsatzmitteln",Schriftliche Anfrage,bfbdc03d195547cd8cfaa1934e5da6a1,2015-09-23T00:00:00.000,Marcel Bührig,Grüne,Linda Bär,SP,Abgeschlossen,,
"Motivationssemester «Job Plus», Hintergründe zur möglichen Neuausrichtung des Programms",Schriftliche Anfrage,0f654308f3f44c6195c72d270302827c,2015-09-23T00:00:00.000,Katharina Prelicz-Huber,Grüne,Michael Kraft,SP,Abgeschlossen,,
"Verzicht auf die Barrieren bei den Zufahrten in die Fahrverbots- und Fussgängerzonen im Kreis 5, Gründe für den Verzicht sowie mögliche Alternativen für die Kontrolle der Zufahrten",Schriftliche Anfrage,b49fc81e3b744b2ca351e1195f45778d,2015-10-21T00:00:00.000,Urs Helfenstein,SP,Markus Knauss,Grüne,Abgeschlossen,,
Erweiterung der Anzahl der Notfallparkplätze und der Parkzeiten bei den Stadtspitälern,Postulat,614a27a662884a0cb607c5ec74f90d54,2015-10-21T00:00:00.000,Pascal Lamprecht,SP,Ursula Uttinger,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Kompensation von Parkplätzen in der Blauen Zone im Rahmen der Strategie «Stadtverkehr 2025», Stand der bisherigen Umsetzung sowie Gründe für die Sistierung des Projekts",Schriftliche Anfrage,d1052cf8ff784002ab0d3ada6554f502,2015-10-28T00:00:00.000,Markus Knauss,Grüne,Simone Brander,SP,Abgeschlossen,,
"Städtische Mütter- und Väterberatung, Erhöhung des Anteils an männlichem Personal",Postulat,af3783dc38ba4c029205e7aa9053ac50,2015-11-11T00:00:00.000,Jean-Daniel Strub,SP,Christine Seidler,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Ausserfamiliäre Betreuungseinrichtungen, Erhöhung des Anteils an männlichem Personal",Postulat,b9f18da53dec48b197e28d1fd979d177,2015-11-11T00:00:00.000,Hans Urs von Matt,SP,Marcel Savarioud,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Schaffung eines Angebots für die Dienstleistungen des Cargo-Tram & E-Tram in Quartieren ohne einen geeigneten Standplatz für das Tram,Postulat,8eb55784d7e5404ba6fcb57658347869,2015-11-18T00:00:00.000,Pawel Silberring,SP,Christian Traber,Die Mitte,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Verzicht auf mit Palmöl oder Palmfett angereicherte Lebensmittel in städtischen Verpflegungsbetrieben,Postulat,2a5ce11e78f74a60b25a7b6994f96791,2015-11-25T00:00:00.000,Anjushka Früh,SP,Eva Hirsiger,Grüne,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Realisierung des Treppenaufgangs vom Mittelperron des Bahnhofs Enge zur Kantonsschule unabhängig vom Projekt zur Brückenverbreiterung,Postulat,6a5f25b3d1b64d0ca68c455cc9b161bb,2015-12-02T00:00:00.000,Markus Knauss,Grüne,Urs Helfenstein,SP,Abgeschlossen,Ablehnung,Ablehnung
Verbleib der Autonomen Schule Zürich (ASZ) in der Liegenschaft Sihlquai 125 bis zum Ende der Zwischennutzung durch die Stadt,Postulat,d6f2c7773f704ce1b647d7f82878730d,2015-12-02T00:00:00.000,Ezgi Akyol,AL,Linda Bär,SP,Abgeschlossen,Rückzug,Rückzug
"Städtische Gesundheitspolitik, Berücksichtigung von geschlechtsbezogenen Ungleichheiten bei der Behandlung von Patientinnen und Patienten sowie bei der Ausbildung des Gesundheitspersonals und der Prävention",Schriftliche Anfrage,8b21409bea3f446e8734b830e6b5b9f2,2015-12-02T00:00:00.000,Ursula Näf,SP,Rebekka Wyler,SP,Abgeschlossen,,
"Umsetzung der «Standortstrategie Schutz & Rettung», Vorlage einer Weisung an den Gemeinderat",Motion,763a8a9808094702856d68827a6c77c4,2015-12-16T00:00:00.000,Roger Tognella,FDP,Marco Denoth,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Aufnahme der «Sammlung Bührle» in den Erweiterungsbau des Kunsthauses, Möglichkeiten zur Aufarbeitung und Darstellung der historischen Verortung der Sammlung sowie Hintergründe zur Provenienzen-Forschung der Kunsthaus-Sammlung",Interpellation,38578ee178834cb0997d0f73bc7b80c1,2015-12-16T00:00:00.000,Christine Seidler,SP,,,Abgeschlossen,,
"Prostitutionsgewerbeverordnung (PGVO), Streichung von Art. 19 Abs. 3 betreffend Benutzungsgebühr für die Nutzung des öffentlichen Grundes",Motion,d64177c232874a09b2d03b8eb8794d5f,2015-12-16T00:00:00.000,Christina Schiller,AL,Alan David Sangines,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Fossil- und atomfreie Anlageentscheide für die Investitionen sämtlicher Anlagegefässe der Stadt,Postulat,fb377795eb9843cfa7f08f2477ef3939,2016-01-06T00:00:00.000,Markus Knauss,Grüne,Marco Denoth,SP,Abgeschlossen,Rückzug,Rückzug
"Quartiervereine der Stadt, Auslegung der politischen Neutralität sowie mögliche Sanktionsmöglichkeiten bei Verletzung dieser Vereinbarung",Interpellation,733d638e404c447296f2e952ee493415,2016-01-06T00:00:00.000,Markus Baumann,GLP,Alan David Sangines,SP,Abgeschlossen,,
"Steuerung der Lichtsignalanlagen für Fussgängerinnen und Fussgänger im Haltestellenbereich des öffentlichen Verkehrs, umgesetzte Anpassungen in den letzten vier Jahren sowie weitere Möglichkeiten und Kriterien für eine Verbesserung der Situation",Schriftliche Anfrage,a327c7785d67498a91063b92cceb5977,2016-01-06T00:00:00.000,Simone Brander,SP,Simon Kälin-Werth,Grüne,Abgeschlossen,,
"Traminfrastruktur beim Albert-Näf-Platz, betriebliche Nutzung und Notwendigkeit der Gleisverbindung Ohm-/Schaffhauserstrasse sowie Unterhalts- und Investitionskosten für die Gleisanlage",Schriftliche Anfrage,75183f1744fb4a9c8464c70cc8a0f9f5,2016-01-06T00:00:00.000,Hans Jörg Käppeli,SP,,,Abgeschlossen,,
"Preis- und Förderbeiträge an Kulturschaffende, Ausrichtung von Beiträgen an die berufliche Vorsorge gemäss dem Kulturförderungsgesetz",Postulat,114431b5a4a64355ba0519c144911220,2016-01-20T00:00:00.000,Hans Urs von Matt,SP,Christian Traber,Die Mitte,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Zertifizierung von Dienstabteilungen im Gesundheits- und Umweltdepartement, Übersicht über die durchgeführten und geplanten Zertifizierungen sowie über die zugrunde liegenden Normen und die damit verbundenen Kosten",Schriftliche Anfrage,6dfeef951d0e4547a6c989104ce67ea2,2016-01-20T00:00:00.000,Elisabeth Schoch,FDP,Joe A. Manser,SP,Abgeschlossen,,
"Flussbäder Oberer und Unterer Letten, frühere Öffnungszeit eines Flussbads bei gutem Badewetter",Postulat,c04af5391b80426fbdd843c816b2c537,2016-01-27T00:00:00.000,Andrea Nüssli,SP,Christian Traber,Die Mitte,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Einsatz von Software in der städtischen Verwaltung, Hintergründe zu den Wartungsverträgen, den Kosten und den Lizenzmodellen sowie mögliche Handlungsspielräume beim Einsatz von Open Source Software",Interpellation,de867be5f9a54d6d83ee8e138f60d850,2016-02-10T00:00:00.000,Pawel Silberring,SP,Mathias Manz,SP,Abgeschlossen,,
Aufbau einer Städtepartnerschaft mit der Stadt Diyarbakir in der Südosttürkei,Postulat,779cc2d9085544a389013f1c14b030be,2016-03-02T00:00:00.000,Rebekka Wyler,SP,Ezgi Akyol,AL,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Runder Tisch zum Projekt «Nachtleben» im Langstrassenquartier, Einbezug der im Gemeinderat vertretenen Parteien sowie eingeleitete Massnahmen des Stadtrats",Schriftliche Anfrage,6f28ba4143f047c591338398bfa0da35,2016-03-09T00:00:00.000,Marcel Tobler,SP,Patrick Hadi Huber,SP,Abgeschlossen,,
Schliessung der Lücken in der Palliative Care-Versorgung der Stadt unter Berücksichtigung der nationalen Strategie,Motion,ca78155b22f84a66b9b00cdf425f0b0e,2016-03-16T00:00:00.000,Marcel Savarioud,SP,Karin Weyermann,Die Mitte,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Realisierung eines neuen Durchgangsplatzes für Fahrende,Postulat,31c5dfb375ac4760a1771a2ea1be8556,2016-03-16T00:00:00.000,Barbara Wiesmann,SP,Christine Seidler,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Schulhaus Schütze, Installation der Überwachungskameras nur bei Notwendigkeit",Postulat,abf842195be5434d957881e30b73d487,2016-03-23T00:00:00.000,Patrick Hadi Huber,SP,Pawel Silberring,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Kriterien und Verfahren für das Anbringen von Gedenktafeln für Persönlichkeiten und historische Ereignisse,Schriftliche Anfrage,84a3aff0ea88449c929eaf1ef41b6739,2016-03-23T00:00:00.000,Ursula Näf,SP,Rebekka Wyler,SP,Abgeschlossen,,
"Daten der IT- und Social Media-Unternehmen, Einflüsse auf die administrativen und politischen Entscheide sowie Möglichkeiten und Risiken bei der Nutzung dieser Daten durch die Stadt",Schriftliche Anfrage,804a0ca37bc54b28aedcc35ece4e6051,2016-03-23T00:00:00.000,Pascal Lamprecht,SP,Mathias Manz,SP,Abgeschlossen,,
"Schulraumbedarf im Einzugsgebiet des Schulhauses Blumenfeld, mögliche Erweiterung des Schulhauses sowie künftige Nutzung der Pavillonschule Ruggächern",Schriftliche Anfrage,570a2dd4a6e748cfac4a89f8455f605c,2016-04-06T00:00:00.000,Anjushka Früh,SP,,,Abgeschlossen,,
Bereitstellung einer Liegenschaft für den Betrieb eines städtischen Bordells,Motion,b09f96c7f7ea42b5822e8771736b0640,2016-04-20T00:00:00.000,Christine Seidler,SP,,,Abgeschlossen,Umwandlung in Postulat,Ablehnung
"Unterstützung der ehrenamtlichen Mitarbeit in gemeinnützigen, sozial tätigen Organisationen mit bezahlten Urlaubstagen für städtische Angestellte, Anpassung der Ausführungsbestimmungen zum Personalrecht (AB PR)",Postulat,b97ec994824049408a6d484b88b9d312,2016-04-20T00:00:00.000,Michael Kraft,SP,Ursula Näf,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Sportanlage Hardhof, Ausweitung der Nutzungsmöglichkeiten in den Abendstunden durch den Ausbau der Beleuchtungsanlage",Postulat,b5b51e7325874b0797dcdfdf8107f90c,2016-04-20T00:00:00.000,Jonas Steiner,SP,Shaibal Roy,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Bahnhof Wiedikon, Realisierung von Abgängen von der Überführung Zweierstrasse auf die Perrons",Postulat,64068edd82b14a03bfc69fb9cd099c91,2016-04-20T00:00:00.000,Marcel Tobler,SP,Markus Hungerbühler,CVP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Budgetkürzung für die Velomassnahmen auf der Stampfenbachstrasse, bisherige Planungsschritte und Kosten für die Projektierung sowie Auswirkungen der beabsichtigten Gleiserneuerung für die Umsetzung der Velomassnahmen",Schriftliche Anfrage,5e87f9c2df224ceeac64ca4cd6fc4311,2016-04-20T00:00:00.000,Hans Jörg Käppeli,SP,,,Abgeschlossen,,
"Lebenssituation der Menschen ohne Aufenthaltsbewilligung in der Stadt («Sans-Papiers»), Angaben zu deren Lebensumständen und zur Wahrung ihrer Rechte",Schriftliche Anfrage,4e6dd0b60eba4f4db1843dd0added8f5,2016-04-20T00:00:00.000,Jonas Steiner,SP,Cordula Bieri,Grüne,Abgeschlossen,,
Gestaltung des Perimeters Albisriederstrasse unter Berücksichtigung der Verkehrsmassnahmen im Zentrum Albisrieden,Postulat,1ec6ccbb8dea4fe8b052f563af11f50b,2016-04-20T00:00:00.000,Pascal Lamprecht,SP,Markus Baumann,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Standortevaluation für den neuen Züri-Modular-Pavillon beim Schulhaus Manegg, Gründe für die Platzierung beim Schülergarten sowie Ergebnisse der Prüfung alternativer Standorte",Schriftliche Anfrage,afb5f0423818466089176002c58f3541,2016-05-18T00:00:00.000,Eduard Guggenheim,AL,Renate Fischer,SP,Abgeschlossen,,
"Gebiet in städtischem Besitz entlang der Thurgauerstrasse, Entwicklung als autoarmes Quartier",Postulat,d43bc9367c6d40cb8db804845ca8b0d6,2016-05-18T00:00:00.000,Matthias Probst,Grüne,Davy Graf,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Erwerb von Ladenflächen zur Vermietung an kleinere und mittlere Lebensmittelgeschäfte,Postulat,eeb8af13e7eb42189cb46afd79dcbcc9,2016-06-01T00:00:00.000,Florian Utz,SP,,,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Parkierung von Motorrädern, Praxis der Stadt bezüglich der illegal abgestellten Motorräder sowie Möglichkeiten für die Bewirtschaftung der Parkierung",Schriftliche Anfrage,931102cc06f54b5684995b99b300cf3d,2016-06-01T00:00:00.000,Simone Brander,SP,Simon Kälin-Werth,Grüne,Abgeschlossen,,
"Sportanlage Looren in Witikon, Bau einer Dreifachturnhalle mit Zuschauerinfrastruktur auf dem Sportplatzareal",Motion,a6e07819303048b697fadb045f327706,2016-06-08T00:00:00.000,Urs Egger,FDP,Anjushka Früh,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Projekte von Baugenossenschaften, Integration von subventioniertem Wohnungsbau bei Bauprojekten mit einer Mehrausnützung",Postulat,6a3a19bd7c6e4e8aa50863a9c0de8edd,2016-06-08T00:00:00.000,Patrick Hadi Huber,SP,Marco Denoth,SP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Baubewilligungsverfahren im Perimeter des Gestaltungsplans Ueberlandpark, Integration von subventioniertem Wohnungsbau",Postulat,291d14aaec744302a23ed4af18b489d7,2016-06-08T00:00:00.000,Marco Denoth,SP,Ann-Catherine Nabholz,GLP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Tram- und Bushaltestelle «Uetlihof», Gewährleistung eines hindernisfreien Zugangs auf der Westseite",Postulat,70cbb7f4edfd4b0cbf0687d45b83c070,2016-06-15T00:00:00.000,Barbara Wiesmann,SP,Guy Krayenbühl,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Auslastung der Turn- und Sporthallen, Strategie und Projekte zur Schaffung zusätzlicher Kapazitäten sowie Vorgaben zur Nutzung im Zusammenhang mit der wachsenden Nachfrage der Schulen",Schriftliche Anfrage,5ae74ea07fe144a1b8b0eee7a24b1893,2016-06-22T00:00:00.000,Christian Traber,Die Mitte,Urs Helfenstein,SP,Abgeschlossen,,
"Pilotprojekt «Gastrokurs mit Zertifikat», Öffnung auch für Asylsuchende im laufenden Verfahren",Postulat,0e563a985549435297c1515aedd694c6,2016-06-29T00:00:00.000,Alan David Sangines,SP,Shaibal Roy,GLP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Bauliche Entwicklung im Quartier Lengg, Auswirkungen auf die Verkehrsentwicklung und die lokale Verträglichkeit sowie Planungsstand bezüglich eines Verkehrskonzepts und dem Einbezug der Schulen und der Quartierbevölkerung",Schriftliche Anfrage,44457a81bbe543749a10800684a2db4b,2016-06-29T00:00:00.000,Ann-Catherine Nabholz,GLP,Jean-Daniel Strub,SP,Abgeschlossen,,
Umgestaltung des Bereichs zwischen Dynamo und Oberem Letten zur besseren Nutzung durch die Bevölkerung,Postulat,97246e86a53b445185c588765f4a5eca,2016-07-06T00:00:00.000,Jonas Steiner,SP,Ursula Uttinger,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Erweiterung des Holzstegs der Frauenbadeanstalt in der Limmat,Postulat,7dab878a6a7543fc81f02058e0745ae0,2016-08-31T00:00:00.000,Karin Meier-Bohrer,Grüne,Michel Urben,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Ausstieg aus der Kernenergie, vertragliche Verpflichtungen des ewz, Umgang mit den Miteigentümerinnen und Möglichkeiten zur schnellen Stilllegung der Werke",Schriftliche Anfrage,e46ed907d1b04417a70ffe1a2b82e654,2016-08-31T00:00:00.000,Andreas Edelmann,SP,Simon Diggelmann,SP,Abgeschlossen,,
"Nutzung der Software RA-PROF durch die Fachstelle für Gewaltprävention, Art der Verdachtsmomente und Anzahl Meldungen, Vorgehen bei Radikalisierungstendenzen sowie Zusammenarbeit mit der Stadtpolizei und Gewährleistung des Datenschutzes",Schriftliche Anfrage,0a3371d4ddca44eeae1a2ecce19d0ff3,2016-08-31T00:00:00.000,Gabriela Rothenfluh,SP,Heidi Egger,SP,Abgeschlossen,,
"Züri-Fäscht 2016, Lärm- und Umweltbelastungen rund um das Seebecken, gesperrte Gebiete für Firmenanlässe sowie Konkurrenz zu anderen Festen",Schriftliche Anfrage,bb8b2a7f9af1411db59f4f846570633a,2016-08-31T00:00:00.000,Eduard Guggenheim,AL,Andreas Edelmann,SP,Abgeschlossen,,
"Tibeterinnen und Tibeter in Zürich, Folgen des Entscheids des Staatssekretariats für Migration, Auswirkungen auf den geplanten Besuch des Dalai Lamas und mögliche versuchte Einflussnahme durch ausländische Behörden",Schriftliche Anfrage,bb7fe9aaa61e458397df3a651812e47e,2016-08-31T00:00:00.000,Markus Merki,GLP,Pascal Lamprecht,SP,Abgeschlossen,,
Organisatorische Vereinfachung von Nutzungsänderungen in Schulen,Postulat,32b1933be27f466ebe06570bbfdf29ce,2016-09-21T00:00:00.000,Renate Fischer,SP,Isabel Garcia,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Polizeieinsatz anlässlich der Party vom 16. September 2016 beim Letten-Viadukt, Ziele und Verhältnismässigkeit des Einsatzes sowie strategische Überlegungen der Stadtpolizei zum Verhalten gegenüber nicht bewilligten Partys",Schriftliche Anfrage,697c446cc10242228d55ad4f900986d6,2016-09-21T00:00:00.000,Ursula Näf,SP,Linda Bär,SP,Abgeschlossen,,
"Kochareal, Begrenzung der Emissionen auf ein quartierverträgliches Niveau",Postulat,4730326adf57486f88e675bffbf0d5a5,2016-09-28T00:00:00.000,Davy Graf,SP,Andreas Kirstein,AL,Abgeschlossen,Rückzug,Rückzug
"Projektierungskredit zum Carparkplatzareal unter Berücksichtigung einer quartierverträglichen Umsetzung und der wohn-, energie-, und verkehrspolitischen Aufträge der Gemeindeordnung",Motion,58420f03ae354316af64f8af707b1757,2016-10-05T00:00:00.000,Urs Helfenstein,SP,Karin Rykart,Grüne,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
