Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
"Juliastrasse, Einrichtung einer Begegnungszone oder einer autofreien Strasse",Postulat,1ae08ec9dfc0465ba1c5491de2584218,2014-02-05T00:00:00.000,Jean-Daniel Strub,SP,Martin Luchsinger,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Kommunale Wohnüberbauung auf dem Tramdepot Hard, Realisierung der Wohnungen nach dem Prinzip der Kostenmiete und ohne Abschreibungsbeiträge",Postulat,a5573cb80d054660a8565a27eab1a841,2014-02-26T00:00:00.000,Martin Luchsinger,GLP,Jean-Claude Virchaux,CVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Durchgehende Veloverbindung aus dem Lettenquartier durch die Rousseaustrasse bis zur Nordbrücke,Postulat,94f2be0b2acd4eab8e6d7c743304b799,2014-03-05T00:00:00.000,Simone Brander,SP,Guido Trevisan,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Studie zur Wirkung der Mobilitätskampagne des Tiefbau- und Entsorgungsdepartements in den Quartieren Alt-Wiedikon und Friesenberg, Umfang, Kriterien und Kosten",Schriftliche Anfrage,ef16480862ec4387991f9b736a9378ba,2014-03-12T00:00:00.000,Samuel Dubno,GLP,Walter Angst,AL,Abgeschlossen,,
Einführung einer Jugendinitiative als Instrument für die Mitwirkung von Jugendlichen am politischen Prozess,Postulat,4940b23f724d4d6cb4a21aed8f043f63,2014-03-19T00:00:00.000,Isabel Garcia,FDP,Matthias Wiesmann,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Anpassung der Datenschutzverordnung, Streichung des Einsatzes von Videoüberwachung bei Schulgebäuden und Schulanlagen",Motion,dc9c3c794faf4fc2bbe95377f4a88d98,2014-04-02T00:00:00.000,Samuel Dubno,GLP,Ann-Catherine Nabholz,GLP,Abgeschlossen,Umwandlung in Postulat,Ablehnung
Reduktion der Anzahl Videokameras zur Vandalismusprävention an Schulgebäuden,Postulat,925a24cf6b96447788347ec150ec6acb,2014-04-02T00:00:00.000,Ann-Catherine Nabholz,GLP,Samuel Dubno,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Holzschlag im Stöckentobel, Hintergründe zur geplanten Helikopter-Unterstützung",Schriftliche Anfrage,6fd2772bdf514acd9f81828525388f2b,2014-04-02T00:00:00.000,Ann-Catherine Nabholz,GLP,Guido Trevisan,GLP,Abgeschlossen,,
Überprüfung und allfällige Anpassung der Rechtsgrundlage für die durch die «sip züri» wahrgenommenen Sicherheits- und Begleitungsaufgaben,Postulat,c9178751aeda40548c080356c30f3c20,2014-04-09T00:00:00.000,Guido Hüni,GLP,Maleica Landolt,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Teilrevision der Bau- und Zonenordnung (BZO), Auswirkungen auf die entwickelten Quartierpläne und die betroffenen Grundstückeigentümer",Schriftliche Anfrage,f8f77939940040cca65ba1859cdddbc1,2014-04-16T00:00:00.000,Guido Trevisan,GLP,Gian von Planta,GLP,Abgeschlossen,,
Vereinfachung der von der städtischen Krippenaufsicht angewendeten Richtlinien für die Bewilligung von vorschulischen Kindertagesstätten,Postulat,e4d6bfe5ac3f477d874fb8c65662aabe,2014-06-04T00:00:00.000,Ursula Uttinger,FDP,Markus Baumann,GLP,Abgeschlossen,Ablehnung,Ablehnung
Errichtung einer Kapphaltestelle am Stauffacher für die in Richtung Hardplatz fahrenden Trams der Linie 8,Postulat,4a94d65a8c9b4fe2ac8bf2429fc3770e,2014-06-11T00:00:00.000,Peter Küng,SP,Gian von Planta,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Pilotprojekt «Züri wie neu», Erfahrungen mit dem Projekt und mögliche Weiterführung des Angebots",Schriftliche Anfrage,e96a746c29ba4959b3bbb8ecf4c2352e,2014-06-11T00:00:00.000,Samuel Dubno,GLP,Isabel Garcia,FDP,Abgeschlossen,,
"Aufnahme von Schulhäusern in die Inventarliste für schützenswerte Gebäude, Folgen bezüglich der Standards, Termine und Kosten im Hinblick auf die Sanierungen",Schriftliche Anfrage,e43316ab696743c2a6fa413c357810eb,2014-06-11T00:00:00.000,Isabel Garcia,FDP,Gian von Planta,GLP,Abgeschlossen,,
Einführung einer standardisierten CO2-Abgabe auf allen Flügen ab Zürich,Postulat,731bc281e27f40829a886ac5a30261da,2014-06-18T00:00:00.000,Isabel Garcia,FDP,Markus Baumann,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Verbesserung der Verkehrsverhältnisse im Abschnitt Bederstrasse/Manessestrasse,Postulat,ac03e1cb535d496bbea7b4c5ed386808,2014-09-03T00:00:00.000,Eduard Guggenheim,AL,Adrian Gautschi,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Verwendung von Einweginstrumenten im städtischen Gesundheitswesen, verwendete Materialien, Ausmass des anfallenden Abfalls sowie Möglichkeiten des Recyclings",Schriftliche Anfrage,cbf1564a81a14b7598deb95bca0273c5,2014-09-03T00:00:00.000,Sven Sobernheim,GLP,Maleica Landolt,GLP,Abgeschlossen,,
"Investorenwettbewerb für ein neues Fussballstadion, grössere Flexibilität für die Projekte",Postulat,ed7160e29b8e47488dd1bdef70fbba45,2014-09-10T00:00:00.000,Samuel Dubno,GLP,Gian von Planta,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Verbesserung der Sicherheit auf dem Trottoir der Schaffhauserstrasse zwischen der Bühlwiesenstrasse und der Bahnunterführung,Postulat,88f44131eca54e84bb15418bb3d54bda,2014-09-17T00:00:00.000,Markus Merki,GLP,Sven Sobernheim,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Velohauptroute an der Friesstrasse vom Bahnhof Oerlikon nach Seebach, gleichzeitige Inbetriebnahme mit der Velostation Oerlikon Ost",Postulat,3835bb33cbb542ce8bf9837322b1d075,2014-09-17T00:00:00.000,Markus Merki,GLP,Sven Sobernheim,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Auflagen und Vorschriften für kleinere und mittlere gewerbliche Bäckereien,Schriftliche Anfrage,b4db521b6da140788b660f69f51a9071,2014-10-22T00:00:00.000,Isabel Garcia,FDP,Adrian Gautschi,GLP,Abgeschlossen,,
"Zunahme der Langzeitarbeitslosigkeit bei den über 50-jährigen Erwerbslosen, Anzahl und Hintergründe der Betroffenen, welche bei den Sozialen Diensten gemeldet sind sowie mögliche Massnahmen für deren Arbeitsintegration",Schriftliche Anfrage,4c55569d336a4e568c44f51649f0c250,2014-11-05T00:00:00.000,Markus Baumann,GLP,Ann-Catherine Nabholz,GLP,Abgeschlossen,,
"Anpassung der Datenschutzverordnung, Streichung des Einsatzes von Videoüberwachung bei Schulgebäuden und Schulanlagen",Postulat,68409eb6bd0c4164a8ea66e6b78cf297,2014-11-12T00:00:00.000,Samuel Dubno,GLP,Ann-Catherine Nabholz,GLP,Abgeschlossen,Ablehnung,Ablehnung
"Forderungen nach einem kantonalen Soziallastenausgleich, Haltung der Stadt zur Forderung, zu einer möglichen Ausgestaltung sowie zu einer Zusammenarbeit mit den angrenzenden Gemeinden",Interpellation,5748a7948cb74e1c896552e3d6185591,2014-11-12T00:00:00.000,Cordula Bieri,Grüne,Markus Baumann,GLP,Abgeschlossen,,
Vermeidung von Lebensmittelverschwendung in den städtischen Verpflegungsbetrieben,Postulat,ecbb1e3cfc7a40d9a55a67170aa9b807,2015-01-28T00:00:00.000,Guido Hüni,GLP,Isabel Garcia,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Bushaltestelle Bahnhof Hardbrücke, Verbesserung der Situation für die Passagiere und Velofahrenden mit einer Lichtinsel",Postulat,064c1d0117094b649ee79d51e557101d,2015-02-04T00:00:00.000,Markus Knauss,Grüne,Guido Trevisan,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Verzicht auf eine Helikopter-Unterstützung bei der Bewirtschaftung der Waldgebiete der Stadt,Postulat,4b0145001efb447daa0d69fee7f80bf4,2015-03-11T00:00:00.000,Felix Moser,Grüne,Ann-Catherine Nabholz,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Einführung von «Shared-Desk»-Arbeitsplätzen anstelle von persönlichen Arbeitsplätzen an den neuen Verwaltungsstandorten,Postulat,b7b36428e88845738623906d09841582,2015-03-18T00:00:00.000,Sven Sobernheim,GLP,Markus Baumann,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Strategie für die Schaffung einer Ladeinfrastruktur für Elektrofahrzeuge sowie möglicher Einbezug des ewz und privater Partner,Schriftliche Anfrage,8a44a0d1b3e347c192dc16f20603810e,2015-05-20T00:00:00.000,Guido Hüni,GLP,Sven Sobernheim,GLP,Abgeschlossen,,
"Polizeimeldungen und Kommunikation der Stadtpolizei, Verzicht auf die Angabe der Nationalität von Täterinnen und Tätern sowie von Opfern",Postulat,4995e34a5f2c4b72a1183767a08a91be,2015-05-20T00:00:00.000,Min Li Marti,SP,Samuel Dubno,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Realisierung der regional klassierten Veloroute zwischen dem Schwamendingerplatz und der Kreuzung Roswiesenstrasse / Dübendorfstrasse,Postulat,50f1ca3bc4e84324b33360af5f871d6c,2015-05-27T00:00:00.000,Roger-Paul Speck,SP,Sven Sobernheim,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Engere Zusammenarbeit der Sozialen Dienste und der Regionalen Arbeitsvermittlung des Kantons Zürich (RAV) zur Verbesserung der Situation der Arbeitssuchenden ab 50 Jahren,Postulat,18537d1fb1cc49b4a402fb436e859ca9,2015-06-03T00:00:00.000,Markus Baumann,GLP,Shaibal Roy,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Pilotprojekt mit flexiblen Parkplatzgebühren für gebührenpflichtige Parkplätze in der Innenstadt,Postulat,97bb18dd79294cfdaa482b8f62056261,2015-06-10T00:00:00.000,Matthias Probst,Grüne,Guido Trevisan,GLP,Abgeschlossen,Ablehnung,Ablehnung
Errichtung einer Begegnungszone auf der Löwenstrasse zwischen dem Löwenplatz und der Sihlporte,Postulat,35266eb64ac54aa5b268150cb1d3ffd2,2015-07-01T00:00:00.000,Sven Sobernheim,GLP,Samuel Dubno,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Einführung eines ZVV-Netzpasses für Hunde mit einem angemessenen Tarif,Postulat,56bb9676d8a546d4b9315638dc779083,2015-07-08T00:00:00.000,Ann-Catherine Nabholz,GLP,Heinz F. Steger,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
