Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
"Sammlung von Gartenabfällen, bessere Berücksichtigung von saisonalen Schwankungen",Postulat,5db937a803b244f18cdaebf924382e80,2016-12-16T00:00:00.000,Mario Mariani,CVP,Heinz F. Steger,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Schulhaus Freilager, Berücksichtigung des hindernisfreien Bauens bei der Projektierung sowie Ausgestaltung der Zugänglichkeit des GZ Bachwiesen",Schriftliche Anfrage,da8ba46025e04657a6107481faf0d976,2017-01-11T00:00:00.000,Marcel Müller,FDP,Mario Mariani,CVP,Abgeschlossen,,
Realisierung eines Velowegs auf dem Abschnitt Rautistrasse-Hubertus-Albisriederstrasse bis zur Einmündung Albisriederplatz,Postulat,55310c59ec6f456e94b32de3eb7e8fab,2017-01-11T00:00:00.000,Markus Baumann,GLP,Marcel Müller,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Besetzung des Kochareals, Angaben zur Einhaltung und Durchsetzung der feuerpolizeilichen Vorschriften sowie zu den Ergebnissen der Kontrollen",Schriftliche Anfrage,b39b2d4aa0df4e89b4168e95a5b5070e,2017-01-18T00:00:00.000,Andreas Egli,FDP,Stephan Iten,SVP,Abgeschlossen,,
"Besetzung des Kochareals, Angaben zur Einhaltung und Durchsetzung der Gesetze und Vorschriften zur Meldepflicht, zum Gastgewerbe, zur Erstellung von Bauten, zur Durchführung von Veranstaltungen und zum Lärmschutz",Schriftliche Anfrage,ffac09ae1dd14b25a11a6304a19068d4,2017-01-18T00:00:00.000,Andreas Egli,FDP,Stephan Iten,SVP,Abgeschlossen,,
"Nutzungsvereinbarung mit dem «Verein selbstorganisiertes Leben» auf dem Kochareal, Hintergründe für den fehlenden Eintrag des Vereins in das Handelsregister des Kantons Zürich",Schriftliche Anfrage,d64e55a18a10460895bbf7b0f4838fd3,2017-01-18T00:00:00.000,Andreas Egli,FDP,Stephan Iten,SVP,Abgeschlossen,,
Art und Umfang der externen Unterstützung im HR-Umfeld pro Departement sowie Gründe für die externe Vergabe der Dienstleistungen,Schriftliche Anfrage,240b7fea6d4444fdac4c3dc90d00d038,2017-01-25T00:00:00.000,Ursula Uttinger,FDP,Raphaël Tschanz,FDP,Abgeschlossen,,
"Äusserung eines Kaderangestellten von Schutz & Rettung Zürich in einem Artikel zur Unternehmenssteuerreform III und den Folgen für die Sicherheit im Feuerwehrwesen, Haltung zum Artikel und der gemachten Aussage sowie Richtlinien der Stadt betreffend Propaganda von uniformierten Mitarbeitenden",Schriftliche Anfrage,596c3497ab6f4fa1a2d11a4bbe553b22,2017-02-01T00:00:00.000,Roger Tognella,FDP,Albert Leiser,FDP,Abgeschlossen,,
"Vermietung von Räumen an private Personen durch städtische Institutionen, Auflistung der Institutionen, die solche Räume vermieten und der Kosten und Konditionen im Zusammenhang mit diesen Vermietungen",Schriftliche Anfrage,7db1c7b1d8254e16b5ef54689c3d8a27,2017-02-01T00:00:00.000,Ursula Uttinger,FDP,Karin Weyermann,Die Mitte,Abgeschlossen,,
"Architekturwettbewerb zum Neubau der Schulanlage Allmend, Hintergründe zu einem Angebot eines Generalunternehmers zur Realisierung des Schulhauses",Schriftliche Anfrage,8c839c58fa554a17b232bc15f9a0887b,2017-02-08T00:00:00.000,Marcel Müller,FDP,Severin Pflüger,FDP,Abgeschlossen,,
"Staustunden auf den städtischen Strassen, Auswirkungen auf die Zürcher Wirtschaft und die Blaulichtorganisationen sowie Möglichkeiten zur Verbesserung der Situation",Schriftliche Anfrage,3af6cf77f9b6406f95eb3e656b73ea8a,2017-03-08T00:00:00.000,Markus Hungerbühler,CVP,Thomas Kleger,FDP,Abgeschlossen,,
"Wasserrohrbrüche an der Wasserwerkstrasse, Zusammenhang zwischen den Budgetkürzungen des Gemeinderats und den Rohrbrüchen sowie generelle Auswirkungen der Budgetkürzungen auf die Reparaturen der Infrastruktur",Schriftliche Anfrage,676952617bab4ee8897086f8e94675de,2017-03-08T00:00:00.000,Andreas Egli,FDP,Onorina Bodmer,FDP,Abgeschlossen,,
Rahmenkredit für die Umsetzung von Stromspeichersystemen im Versorgungsnetz des Elektrizitätswerks der Stadt Zürich,Postulat,8b214530264b425d891e6427e8be2437,2017-03-22T00:00:00.000,Roger Tognella,FDP,Pablo Bünger,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Bau eines Spielplatzes bei der temporären Wohnsiedlung Zihlacker, Hintergründe zur Finanzierung sowie zur Haftungsfrage bei einem Unfall",Schriftliche Anfrage,e3673e84db3944edadba90ef9b3391b9,2017-03-29T00:00:00.000,Stephan Iten,SVP,Christian Huser,FDP,Abgeschlossen,,
Übersicht über die städtischen Restaurantbetriebe und deren wirtschaftliche Situation sowie Einschätzung der allgemeinen Marktsituation für die Restaurationsbranche in der Stadt,Schriftliche Anfrage,a70ca2e7c8094102b667ff0ed7490d1d,2017-03-29T00:00:00.000,Markus Baumann,GLP,Isabel Garcia,FDP,Abgeschlossen,,
"ERZ Abwasser, befristete Senkung der Grundgebühren in Form eines Bonus",Motion,29f94431f4d44ff5b0f7df8f682a9002,2017-04-12T00:00:00.000,Andreas Kirstein,AL,Albert Leiser,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Gastroangebot um das untere Seebecken, Strategie des Stadtrats, mögliche Lockerung der Auflagen, Einbezug der Betriebe sowie planungs- und zonenrechtliche Absichten",Schriftliche Anfrage,e467d90ea5304bc4a078c47b84510551,2017-04-12T00:00:00.000,Urs Egger,FDP,Christoph Luchsinger,FDP,Abgeschlossen,,
Vereinfachung und Flexibilisierung der Vorschriften im Bereich der Kindertagesstätten und -horte hinsichtlich der Ermöglichung von Kleinstrukturen,Postulat,5ab4a0b385034b93a7bad35a94e6cc8d,2017-05-17T00:00:00.000,Marcel Müller,FDP,Alexander Brunner,FDP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Mobilfunk-Infrastruktur in der Stadt, Beurteilung des Mobilfunk-Moratoriums auf ausgewählten Liegenschaften sowie Möglichkeiten für effizientere Bewilligungsprozesse für neue und bestehende Anlagen",Schriftliche Anfrage,a4d31c851c784adfae9e1551744de375,2017-06-14T00:00:00.000,Raphaël Tschanz,FDP,Roger Tognella,FDP,Abgeschlossen,,
"Beteiligung der Siedlungsgenossenschaft «Sunnige Hof» an der «Vivimus AG», Haltung des Stadtrats zur strategischen Neuausrichtung, zur Auswirkung eines Angebots an subventionierten Alterswohnungen und zu den möglichen 
Interessenskonflikten einzelner Mandatsträger",Schriftliche Anfrage,dddc8053ed8c4540a839bd72bffd2127,2017-06-14T00:00:00.000,Roger Tognella,FDP,Pablo Bünger,FDP,Abgeschlossen,,
Erarbeitung einer Vorlage für eine zukunftsfähige Organisation und ein effizientes Funktionieren der Stadtzürcher Volksschulen,Motion,e2afad362e264c05940863f969f2895b,2017-06-21T00:00:00.000,Isabel Garcia,FDP,Michael Schmid,FDP,Abgeschlossen,Umwandlung in Postulat,Ablehnung
Objektkredit für die Bereitstellung einer Kindergarten- und Horteinrichtung im Gebiet zwischen Sihlcity und Bahnhof Giesshübel,Motion,0ce70f8b8da6478ab61c4de77f136277,2017-06-28T00:00:00.000,Walter Angst,AL,Isabel Garcia,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Illegale Party im Skaterpark am Letten, Voraussetzungen und Auflagen für die Bewilligungsfähigkeit von Veranstaltungen sowie konkrete Einschätzung der Situation bezüglich den Lärmemissionen, der Verhältnismässigkeit für eine Auflösung der Party oder der Eruierung der verantwortlichen Personen",Schriftliche Anfrage,203c4f2a1c7644cfa21c4984d540b2c6,2017-06-28T00:00:00.000,Pablo Bünger,FDP,Michael Baumer,FDP,Abgeschlossen,,
Einschätzung der Wohnsituation von getrennten oder geschiedenen Eltern im Zusammenhang mit der Schulwegsituation der Kinder sowie mögliche Massnahmen zur Erleichterung dieser Lebenssituationen,Schriftliche Anfrage,80a1fdfdeced402eb2c1785578aca931,2017-06-28T00:00:00.000,Ronny Siev,GLP,Isabel Garcia,FDP,Abgeschlossen,,
"Grundsätze beim Betrieb von Lautsprecheranlagen im Freien, Verpflichtung und Formen der Auflagen zur Anwohnerinformation, mögliche Kontrolle und Rahmenbewilligungen für mehrere Veranstaltungen",Schriftliche Anfrage,3f8010555be94bbe98e1ed4a2edd6242,2017-07-05T00:00:00.000,Andreas Egli,FDP,Roger Tognella,FDP,Abgeschlossen,,
Verzicht auf Rezertifizierungen von freiwilligen Zertifizierungen in der Stadtverwaltung,Postulat,04c7c48746224854a163886000736dc0,2017-07-12T00:00:00.000,Ursula Uttinger,FDP,Marco Denoth,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Fussgängerstreifen über die Birchstrasse im Bereich des Armin-Bollinger-Wegs sowie der Margrit-Rainer-Strasse,Postulat,6ab2580c129a416b8473ab18be2fa41d,2017-07-12T00:00:00.000,Severin Pflüger,FDP,Christian Huser,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Verhinderung einer unbewilligten Party beim Skaterpark Letten, verantwortliche Gruppierung und Überlegungen zur Verhältnismässigkeit bei der Verhinderung der Party im Vergleich zur illegalen Party eine Woche zuvor",Schriftliche Anfrage,1797a3a7560a44779ffc524ffbb4e643,2017-07-12T00:00:00.000,Pablo Bünger,FDP,Michael Baumer,FDP,Abgeschlossen,,
Erarbeitung der Grundlagen für eine Anbindung der ETH Hönggerberg mittels Seilbahn mit Bedürfnisanalyse und Wirtschaftlichkeitsrechnung,Motion,5308dbd382e64c6d800268ce0a5dfd79,2017-07-12T00:00:00.000,Michael Baumer,FDP,Christoph Luchsinger,FDP,Abgeschlossen,Umwandlung in Postulat,Überweisung
"Kochareal, Lärmklagen von Anwohnerinnen und Anwohnern, Bewilligungen und Auflagen für Anlässe und getroffene Massnahmen für die Durchsetzung eines gesetzeskonformen Zustands",Schriftliche Anfrage,1d5a19c2c94348b8b34573367152065b,2017-07-12T00:00:00.000,Andreas Egli,FDP,Stephan Iten,SVP,Abgeschlossen,,
Revision der Verordnung über die Preise zur Abwasserbewirtschaftung (VPA) und der Verordnung für die Abfallbewirtschaftung (VAZ) zur Verringerung und langfristigen Stabilisierung der Finanzreserven,Motion,69680e7cb94749e49b37bc7bdc321a93,2017-08-23T00:00:00.000,Albert Leiser,FDP,Andreas Kirstein,AL,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Verein «Arche Zürich», Zusammenzug der wiederkehrenden leistungsbezogenen Beiträge und der weiteren Subventionen in einer Sammelweisung",Postulat,5c78d3e201434ef18cc6670789ece2fa,2017-08-23T00:00:00.000,Markus Baumann,GLP,Alexander Brunner,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Anpassung der Tarmed-Tarife auf den 1. Januar 2018, betroffene Abteilungen und Dienstleistungen des Triemli- und des Waidspitals und Auswirkungen auf das Angebot der beiden Spitäler sowie mögliche Massnahmen für den Ausgleich der Mindereinnahmen",Schriftliche Anfrage,376b8b5a68c14773a6d11dd6ee180a72,2017-08-23T00:00:00.000,Elisabeth Schoch,FDP,Raphael Kobler,FDP,Abgeschlossen,,
"Temporäre Umnutzungen von Büroflächen zur Entlastung des Wohnungsmarkts, rechtliche Voraussetzungen und Möglichkeiten für ein unbürokratisches Vorgehen und allfällige Auswirkungen auf den Wohnungsmarkt der Stadt sowie mögliches Regelwerk für den Umgang mit Leerständen und deren Zwischennutzung",Schriftliche Anfrage,e743fc4b7cf2423694a36538c29fe595,2017-08-23T00:00:00.000,Urs Egger,FDP,Christoph Luchsinger,FDP,Abgeschlossen,,
"Betriebseinstellung des Alterszentrums Erlenbach, Gründe für die tiefen Belegungszahlen und die nun vorgezogene Schliessung sowie mögliche Kostenfolgen für einen verlängerten Betrieb bis 2020",Schriftliche Anfrage,63cf8d721a804ec4a7f6b7d687ec8bf8,2017-08-30T00:00:00.000,Elisabeth Schoch,FDP,Albert Leiser,FDP,Abgeschlossen,,
Verzicht auf die Aufhebung der Ovalbahn für Islandpferde,Postulat,0eb83f9850b044cf9be54a6f405fa2b8,2017-09-13T00:00:00.000,Roger Tognella,FDP,Pablo Bünger,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Abfüllung von Wasserflaschen für die Alterszentren Stadt Zürich, Gründe, Menge und Preis des abgefüllten Wassers in Deutschland sowie Einschätzung bezüglich der Ziele der 2000-Watt-Gesellschaft",Schriftliche Anfrage,d4cca9b52f314c54917081a31cbeec32,2017-09-27T00:00:00.000,Elisabeth Schoch,FDP,Christian Huser,FDP,Abgeschlossen,,
Weitergabe der durch Digitalisierung und E-Government erzielten Effizienzgewinne bei Bewilligungsverfahren an die Gesuchstellenden,Postulat,034068c41fcb41e0b2d4f2adce51ca07,2017-10-25T00:00:00.000,Christoph Luchsinger,FDP,Patrick Albrecht,FDP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Aufhebung der Kap-Haltestelle Rebbergsteig der Buslinie 46 stadtauswärts,Postulat,33231ca568324c83b7f29174947230fa,2017-11-01T00:00:00.000,Claudia Simon,FDP,Andreas Egli,FDP,Abgeschlossen,Ablehnung,Ablehnung
Einschränkung des Veloverkehrs in den Fussgängerzonen,Postulat,e78f0cb0ef564e04bfab339f79eb510e,2017-11-08T00:00:00.000,Christian Huser,FDP,Severin Pflüger,FDP,Abgeschlossen,Ablehnung,Ablehnung
Kriterien für die Bewilligung von Anlässen auf dem Turbinenplatz sowie Strategie für eine Belebung von Zürich-West hinter der Hardstrasse/Hardbrücke an den Wochenenden,Schriftliche Anfrage,7f817347ee8c4d9bb2bb5a58db020087,2017-11-15T00:00:00.000,Elisabeth Schoch,FDP,Stefan Urech,SVP,Abgeschlossen,,
Detaillierte Erfassung der Druckkosten auf Stufe Organisationseinheit,Postulat,a18a48137be1444d8863c4ea2971b621,2017-11-29T00:00:00.000,Raphaël Tschanz,FDP,Michael Baumer,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Installation und Bewirtschaftung der neuen Citypläne durch Private,Postulat,df0c70ae0ebb439cbd01565619b7831d,2017-12-06T00:00:00.000,Patrick Albrecht,FDP,Christoph Luchsinger,FDP,Abgeschlossen,Ablehnung,Ablehnung
Erlass der Gebühren und Bewilligungen für die politische Plakatierung acht Wochen vor Wahlen und Abstimmungen,Postulat,9b5f4a0215af469da7baeedfda437b28,2017-12-13T00:00:00.000,Thomas Schwendener,SVP,Christoph Luchsinger,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Selbstfahrende Fahrzeuge in der Stadt, mögliche Strategie für Versuche mit selbstfahrenden Fahrzeugen sowie Einschätzung der gesetzlichen Rahmenbedingungen und der Handlungsspielräume",Schriftliche Anfrage,7a78c2ceff6d4efc9691bb8820287ce5,2018-01-10T00:00:00.000,Isabel Garcia,FDP,Guy Krayenbühl,GLP,Abgeschlossen,,
"Parkplätze bei Schulanlagen, Parameter für die Berechnung der notwendigen Parkplätze sowie Angaben zur Vermietung und zum Vergabeverfahren der Parkplätze auf den Schulanlagen und allfälligen Drittflächen",Schriftliche Anfrage,750d116914654bcfa6dabb48e6655c0f,2018-01-10T00:00:00.000,Markus Merki,GLP,Isabel Garcia,FDP,Abgeschlossen,,
Jährlicher Kurzbericht zur Sicherheitssituation der Mitarbeitenden des Stadtammann- und Betreibungsamts 11 nach dem Umzug ins Verwaltungsgebäude Eggbühl,Postulat,dda57b11972e434f9bcc754b07aa7bf4,2018-01-17T00:00:00.000,Dorothea Frei,SP,Patrick Albrecht,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Sanktionen im Rahmen der bestehenden Gesetzgebung gegen Asylsuchende, die andere Asylsuchende bedrängen oder mobben",Postulat,5f9ae253fd2d41a09677a7e124507f71,2018-01-17T00:00:00.000,Marcel Müller,FDP,Markus Hungerbühler,CVP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Erstellen einer Strategie für die Alters- und Pflegezentren unter Einbezug der Nachfrage nach alternativen Wohnstrukturen und einer Überprüfung der Sanierungspläne der städtischen Alterszentren,Motion,20e582d6e370445daa13ef1e99cefd95,2018-01-17T00:00:00.000,Elisabeth Schoch,FDP,Albert Leiser,FDP,Abgeschlossen,Umwandlung in Postulat,Überweisung
Förderung und Unterstützung des Engagements der privat-gemeinnützigen Alters- und Pflegeheime,Postulat,b42f7a49e5674758a078f38f115c1ff5,2018-01-17T00:00:00.000,Raphael Kobler,FDP,Markus Hungerbühler,CVP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Einführung einer einheitlichen digitalen ID für alle Bewohnerinnen und Bewohner der Stadt,Motion,ade2db27c44e40c0927562f5aaa2292a,2018-01-31T00:00:00.000,Isabel Garcia,FDP,Corina Gredig,GLP,Abgeschlossen,Umwandlung in Postulat,Überweisung
Schaffung von mehr Rechtssicherheit für den Betrieb von Aussenwirtschaften bei Gastrobetrieben durch den Erlass von verbindlichen Regelungen,Postulat,081007d4e5da49a2ae2e22d96fb2fbc9,2018-01-31T00:00:00.000,Urs Egger,FDP,Michael Baumer,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Entwicklungshilfe im Ausland, Förderung von lokalen KMU mittels Impact Investments und Financial Inclusion im Umfang von mindestens der Hälfte der gesprochenen Geldern",Postulat,d26feb6f989b44e39c78f060c36f9c09,2018-01-31T00:00:00.000,Alexander Brunner,FDP,Shaibal Roy,GLP,Abgeschlossen,Ablehnung,Ablehnung
Schaffung eines digitalen Portals für die behördlichen Dienstleistungen nach dem «One-Stop-Shop»-Prinzip,Postulat,f30d90d2e9554a8791e0cbab65c50ef6,2018-01-31T00:00:00.000,Corina Gredig,GLP,Isabel Garcia,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Konsultatives Stimm- und Wahlrecht für Ausländerinnen und Ausländer, die seit fünf Jahren in der Stadt wohnen, Chancen und Risiken für die Einführung eines solchen Rechts sowie konkrete logistische Umsetzung und Wertung der Resultate",Schriftliche Anfrage,1fd6b8a1d5874faabd1975d0c6106055,2018-02-07T00:00:00.000,Marcel Tobler,SP,Isabel Garcia,FDP,Abgeschlossen,,
Erhalt des VBZ-Schalters am Goldbrunnenplatz,Postulat,3e3c00504b3442c198b3f8fe7f86065d,2018-02-28T00:00:00.000,Raphaël Tschanz,FDP,Albert Leiser,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Beschaffung von Kaltluft-Händetrockner für die WC-Anlagen der Stadt, Art und Umfang der Tests und Evaluationen für den Ersatz der Händetrockner-Systeme sowie Gründe und Kriterien für das gewählte Vorgehen bezüglich der öffentlichen Ausschreibung",Schriftliche Anfrage,a8334a1edfd74f60afd1a596dab2f0e7,2018-02-28T00:00:00.000,Patrick Albrecht,FDP,Markus Hungerbühler,CVP,Abgeschlossen,,
Einsatz von mindestens 10 Prozent der finanziellen Mittel für die unterstützten Trägerschaften von soziokulturellen Angeboten für die Digitalisierung der Infrastrukturen und Organisationen,Postulat,1eb3eb1aae574c9c838f228813567649,2018-02-28T00:00:00.000,Markus Baumann,GLP,Isabel Garcia,FDP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Parkplatzsituation unterhalb der Universitäts-/Winterthurerstrasse, Anzahl der durch Baustellen belegten Parkplätze und mögliche Massnahmen zur Entschärfung der Situation im Hinblick auf die Bauphase an der Universitätsstrasse",Schriftliche Anfrage,84d98226c2924398a0e0a7e64f192b29,2018-03-28T00:00:00.000,Thomas Kleger,FDP,Sebastian Vogel,FDP,Abgeschlossen,,
Erarbeitung der Grundlagen für eine Anbindung der ETH Hönggerberg mittels Seilbahn mit Bedürfnisanalyse und Wirtschaftlichkeitsrechnung,Postulat,ec50045f43ef4e00b45fcfed089b38ce,2018-04-11T00:00:00.000,Michael Baumer,FDP,Christoph Luchsinger,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Wohnungssituation für ältere Menschen in der Stadt, Einschätzung der Nachfragesteigerung und mögliche Hilfestellungen der Beratungsstelle «Wohnen im Alter» sowie Wartefristen und Wartelisten für städtische Alterswohnung und Kriterien für deren Vergabe",Schriftliche Anfrage,876e0c2a948d4e459e46d24bf93a9176,2018-04-18T00:00:00.000,Elisabeth Schoch,FDP,Guy Krayenbühl,GLP,Abgeschlossen,,
"Aufhebung von Parkplätzen als Folge von Baustellen im Kreis 5, Anzahl der aufgehobenen und wieder markierten Parkplätze sowie mögliche Massnahmen zur Eindämmung des Suchverkehrs und zur Unterstützung des Gewerbes",Schriftliche Anfrage,6a8e5d9e870c4b9f8c27dfcb5edce725,2018-04-18T00:00:00.000,Elisabeth Schoch,FDP,,,Abgeschlossen,,
Vergabe der gemeinnützigen Wohnungen an über 70-jährige Personen gemäss ihrem Bevölkerungsanteil,Motion,c6ba76dc65f145d58cc274ef758dd218,2018-06-06T00:00:00.000,Elisabeth Schoch,FDP,Albert Leiser,FDP,Abgeschlossen,Umwandlung in Postulat,Ablehnung
"Wahrnehmen einer finanziellen Verantwortung von Unternehmen, die Abzahlungsgeschäfte, Konsumkredite und Leasingverträge anbieten, analog der Vereinbarungen mit Swiss Casinos",Postulat,4bf55b4bbbfe409b8bd9370436910306,2018-06-20T00:00:00.000,Markus Baumann,GLP,Isabel Garcia,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Sportanlagen für den Fussball, Planungszahlen für die Bereitstellung von Fussballplätzen in der Stadt und Resultate zu den Studien betreffend der Evaluierung neuer Standorte sowie mögliches Potenzial zur besseren Nutzung der bestehenden Sportanlagen und der Aussenanlagen bei Schulhäusern",Interpellation,b2f8f0d2180f4cbe83992d6875077529,2018-06-20T00:00:00.000,Urs Egger,FDP,Anjushka Früh,SP,Abgeschlossen,,
Verordnung betreffend Ausgleich von finanziellen Nachteilen bei besetzten Liegenschaften,Motion,7cab1849aa704113bf8d64d8d24dd3ea,2018-06-27T00:00:00.000,Yasmine Bourgeois,FDP,Albert Leiser,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Anschaffung einer Hochtemperaturwärmepumpe auf dem Schlachthofareal, Zuständigkeit und Kosten für die Anschaffung sowie Prüfung von möglichen Alternativen, Instandsetzungen seit 2012, Verpflichtungen und Kosten aus dem Energiecontracting mit dem ewz, Wirtschaftlichkeitsrechnung und Entwicklung der Energiekosten des Schlachtbetriebs",Schriftliche Anfrage,7dbba6aea95f48cea5258fd057f07662,2018-07-04T00:00:00.000,Elisabeth Schoch,FDP,Michael Schmid,FDP,Abgeschlossen,,
"Förderung der Biervielfalt in der Stadt, Auflistung der städtischen Gastrobetriebe ohne freie Wahlmöglichkeit für das Biersortiment sowie die vorgängig geprüften Alternativen",Schriftliche Anfrage,b8938d3d1d0b4634b24d4deff79388c2,2018-08-22T00:00:00.000,Raphaël Tschanz,FDP,Stefan Urech,SVP,Abgeschlossen,Rückzug,Rückzug
"Beteiligung der Stadt an der MCH Group AG (Messe Schweiz), Eigentümerstrategie der Stadt in Bezug auf ihr Engagement bei der Messe Schweiz und Art der Koordination mit dem Kanton Zürich sowie Chancen einer Kooperation zwischen dem Hallenstadion und der Messe Zürich für den Eventstandort Zürich Nord",Schriftliche Anfrage,491c3a52837a42d68adaf5355468d307,2018-08-22T00:00:00.000,Raphaël Tschanz,FDP,Përparim Avdili,FDP,Abgeschlossen,,
Erarbeitung einer Vorlage für eine zukunftsfähige Organisation und ein effizientes Funktionieren der Stadtzürcher Volksschulen,Postulat,391a516cc7404c74bc4f5c169bc9f2bf,2018-08-29T00:00:00.000,Isabel Garcia,FDP,Michael Schmid,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Lehrmittel und unterrichtsergänzende Angebote der Stadt an den Volks-, Berufs- und Kantonsschulen sowie Instrumente zur Sicherstellung der politischen und konfessionellen Neutralität",Interpellation,dfacec2690cf4f7db53392defd8ce8a3,2018-09-05T00:00:00.000,Yasmine Bourgeois,FDP,Christian Huser,FDP,Abgeschlossen,,
Anpassung der bau- und planungsrechtlichen Bestimmungen zur baurechtlichen Bewilligung von Zwischennutzungen,Postulat,fe19d74459804fcab4aaf2ab741be35c,2018-09-12T00:00:00.000,Andri Silberschmidt,FDP,Gabriele Kisker,Grüne,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Weiterbetrieb des Angebots «Züri rollt» bis zur Systemabnahme des Angebots «Züri Velo» von Publibike,Postulat,425e11c3baeb4babbd649c4c5f0022a1,2018-09-12T00:00:00.000,Sven Sobernheim,GLP,Isabel Garcia,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Betreuungsangebote für Personengruppen mit individuellen Lebensformen im Alter, Konzepte und Massnahmen der Alters- und Pflegezentren, damit diese Menschen weiterhin ihren eigenen Lebensentwurf leben können",Schriftliche Anfrage,f9f562198ce64d449d2c15d62c3a7d62,2018-09-12T00:00:00.000,Markus Baumann,GLP,Isabel Garcia,FDP,Abgeschlossen,,
"Zusammensetzung und Wirkung des Ausländerbeirats, Kriterien für die Auswahl der Vertreterinnen und Vertreter sowie Kosten für die Tätigkeiten des Rats und Beurteilung der konkret erzielten Erfolge",Schriftliche Anfrage,c2c84f611f4b410ab1af869c76d7ec56,2018-09-19T00:00:00.000,Përparim Avdili,FDP,Yasmine Bourgeois,FDP,Abgeschlossen,,
Sichtbarmachung der ehemaligen Funktion des Fabrikkanals Spinnerei Manegg,Postulat,0793b09cbf6c4544875100186869b1db,2018-10-03T00:00:00.000,Eduard Guggenheim,AL,Sebastian Vogel,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Schaffung eines Lehrstellenverbunds im Ausbildungsbereich Pflege und Betreuung,Postulat,9ef3e242984f4020bcd53af69cb23c04,2018-10-03T00:00:00.000,Marcel Bührig,Grüne,Isabel Garcia,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Einfluss städtischer Vorgaben und Ziele auf die Kosten der Stadtspitäler, Quantifizierung der Kosten im Rahmen der 2000-Watt-Ziele und weiterer reglementarischer Vorgaben der Stadt",Schriftliche Anfrage,7f705e05f582446ba95e31d1de51f92e,2018-10-03T00:00:00.000,Elisabeth Schoch,FDP,Corina Ursprung,FDP,Abgeschlossen,,
"Verkehrsentlastung des Grossraums Bellevue durch den im kantonalen Richtplan eingetragenen Seebeckentunnel, Haltung des Stadtrats zum Richtplaneintrag und Möglichkeiten zur Prüfung dieses Projekts im Zusammenhang mit der anstehenden Sanierung der Bellerivestrasse",Interpellation,001ddf8184aa48b7bb1f026c69f23cc1,2018-10-24T00:00:00.000,Yasmine Bourgeois,FDP,Pablo Bünger,FDP,Abgeschlossen,,
"Überprüfung des Bauprojekts Bellerivestrasse, Beurteilung der Leistungsfähigkeit der Hauptverkehrsstrasse bezüglich der zu prüfenden Varianten sowie Auswirkungen auf die weiteren Planungskosten",Interpellation,79e3ad52c7d449e6a48a3e891068398e,2018-10-24T00:00:00.000,Yasmine Bourgeois,FDP,Susanne Brunner,SVP,Abgeschlossen,,
Integration von Seniorinnen und Senioren in die Betreuung von Klein- und Schulkindern,Postulat,664d2da34d064a01838b40212568fefd,2018-10-31T00:00:00.000,Yasmine Bourgeois,FDP,Corina Ursprung,FDP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
